"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2026-06-01 ~ 2026-06-30"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"1702","서울특별시 강북구 미아동","7**","8m미만","30.00","월세","202606","11","500","35","1993","삼양로63가길","202607~202807","갱신","사용","500","35","단독다가구"
"1703","경기도 안산시 상록구 사동","1***","8m미만","45.00","월세","202606","11","1,000","45","2008","석호공원로2길","202606~202806","갱신","-","1,000","45","단독다가구"
"1704","경기도 안산시 단원구 선부동","1***","12m미만","34.35","월세","202606","11","300","45","1995","석수로7길","202606~202806","갱신","-","300","40","단독다가구"
"1705","충청남도 아산시 둔포면 둔포리","9*","8m미만","50.00","전세","202606","11","6,500","0","2018","둔포로","202607~202807","갱신","-","6,500","0","단독다가구"
"1706","경기도 성남시 수정구 복정동","6**","12m미만","46.00","월세","202606","11","9,000","45","2003","복정로106번길","202607~202807","갱신","-","9,000","40","단독다가구"
"1707","서울특별시 강동구 성내동","1**","8m미만","42.15","전세","202606","11","17,800","0","1985","천호대로168라길","202607~202807","갱신","사용","17,000","0","단독다가구"
"1708","부산광역시 동구 범일동","9*","12m미만","34.49","월세","202606","10","500","43","2017","범곡로","202606~202706","갱신","-","500","43","단독다가구"
"1709","서울특별시 광진구 중곡동","1**","8m미만","60.00","전세","202606","10","18,500","0","1991","자양로43길","202606~202806","갱신","-","18,000","0","단독다가구"
"1710","서울특별시 강남구 대치동","9**","8m미만","27.30","월세","202606","10","15,000","7","1997","선릉로64길","202606~202806","갱신","사용","15,000","4","단독다가구"
"1711","서울특별시 중랑구 면목동","4**","8m미만","36.30","월세","202606","10","20,000","9","","면목로52길","202606~202806","갱신","사용","20,000","0","단독다가구"
"1712","부산광역시 사하구 괴정동","3**","8m미만","40.00","월세","202606","10","100","20","","오작로","202606~202806","갱신","-","200","10","단독다가구"
"1713","경기도 용인시 처인구 양지읍 남곡리","1**","8m미만","19.80","월세","202606","10","500","65","","남평로","202609~202709","갱신","-","500","60","단독다가구"
"1714","경기도 용인시 처인구 양지읍 남곡리","9*","8m미만","19.80","월세","202606","10","1,000","55","","용곡로1번길","202610~202710","갱신","-","1,000","45","단독다가구"
"1715","전남광주통합특별시 북구 임동","1**","8m미만","125.37","전세","202606","10","7,500","0","","중흥로7번길","202606~202806","갱신","사용","7,500","0","단독다가구"
"1716","서울특별시 동작구 사당동","2**","12m미만","19.00","전세","202606","10","11,000","0","2009","사당로9길","202607~202802","갱신","-","11,000","0","단독다가구"
"1717","경기도 성남시 중원구 성남동","3***","8m미만","54.13","전세","202606","10","24,000","0","2018","광명로32번길","202606~202806","갱신","-","24,000","0","단독다가구"
"1718","서울특별시 강남구 신사동","5**","8m미만","27.00","월세","202606","10","2,000","55","1993","논현로161길","202606~202806","갱신","사용","2,000","50","단독다가구"
"1719","대전광역시 동구 용전동","1**","8m미만","55.00","월세","202606","10","4,000","33","2008","계족로469번길","202607~202807","갱신","사용","4,000","30","단독다가구"
"1720","경기도 성남시 중원구 성남동","3***","8m미만","41.94","월세","202606","10","14,700","25","2018","광명로32번길","202606~202806","갱신","-","14,000","25","단독다가구"
"1721","경기도 화성시 만세구 향남읍 평리","1**","12m미만","50.00","월세","202606","10","1,000","45","1997","평6길","202606~202806","갱신","-","1,000","45","단독다가구"
"1722","경기도 평택시 동삭동","6**","12m미만","41.00","월세","202606","10","100","90","2015","서재1길","202607~202701","갱신","-","100","80","단독다가구"
"1723","경기도 평택시 동삭동","6**","25m미만","43.00","월세","202606","10","100","85","2015","서재1길","202607~202701","갱신","-","100","80","단독다가구"
"1724","경기도 평택시 동삭동","6**","12m미만","45.00","월세","202606","10","100","85","2014","서재4길","202607~202701","갱신","-","100","75","단독다가구"
"1725","경기도 평택시 동삭동","7**","12m미만","43.00","월세","202606","10","100","90","2014","서재로","202607~202701","갱신","-","100","80","단독다가구"
"1726","경기도 평택시 동삭동","6**","25m미만","42.00","월세","202606","10","100","90","2015","서재2길","202607~202701","갱신","-","100","85","단독다가구"
"1727","경기도 평택시 동삭동","6**","25m미만","43.00","월세","202606","10","100","90","2016","서재4길","202607~202701","갱신","-","100","80","단독다가구"
"1728","경기도 평택시 동삭동","7**","25m미만","48.00","월세","202606","10","100","85","2014","서재6길","202607~202701","갱신","-","100","75","단독다가구"
"1729","경기도 평택시 동삭동","7**","12m미만","43.00","월세","202606","10","100","90","2015","서재로","202607~202701","갱신","-","100","80","단독다가구"
"1730","경기도 평택시 동삭동","7**","12m미만","43.00","월세","202606","10","100","90","2016","서재로","202607~202701","갱신","-","100","80","단독다가구"
"1731","경기도 평택시 동삭동","6**","12m미만","41.00","월세","202606","10","100","85","2013","서재5길","202607~202701","갱신","-","100","75","단독다가구"
"1732","경기도 평택시 동삭동","6**","25m미만","42.00","월세","202606","10","100","90","2013","서재4길","202607~202701","갱신","-","100","75","단독다가구"
"1733","경기도 평택시 동삭동","6**","12m미만","42.00","월세","202606","10","100","60","2015","서재2길","202607~202701","갱신","-","100","50","단독다가구"
"1734","경기도 평택시 동삭동","6**","25m미만","44.00","월세","202606","10","100","80","2013","서재3길","202607~202701","갱신","-","100","75","단독다가구"
"1735","서울특별시 동작구 사당동","3**","8m미만","44.68","월세","202606","10","14,000","39","1991","사당로20나길","202608~202808","갱신","사용","14,000","35","단독다가구"
"1736","경기도 평택시 동삭동","6**","12m미만","42.00","월세","202606","10","100","80","2013","서재1길","202607~202701","갱신","-","100","75","단독다가구"
"1737","경기도 평택시 동삭동","7**","25m미만","39.00","월세","202606","10","100","83","2014","서재로","202607~202701","갱신","-","100","73","단독다가구"
"1738","경기도 평택시 동삭동","7**","25m미만","41.00","월세","202606","10","100","90","2016","서재4길","202607~202701","갱신","-","100","80","단독다가구"
"1739","경기도 평택시 동삭동","6**","25m미만","46.00","월세","202606","10","100","90","2014","서재2길","202607~202701","갱신","-","100","80","단독다가구"
"1740","경기도 평택시 동삭동","6**","12m미만","43.00","월세","202606","10","100","90","2016","서재1길","202607~202701","갱신","-","100","80","단독다가구"
"1741","경기도 평택시 동삭동","6**","12m미만","42.00","월세","202606","10","100","90","2014","서재1길","202607~202701","갱신","-","100","80","단독다가구"
"1742","경기도 평택시 동삭동","6**","12m미만","41.00","월세","202606","10","100","85","2015","서재1길","202607~202701","갱신","-","100","75","단독다가구"
"1743","서울특별시 영등포구 대림동","1***","8m미만","59.19","월세","202606","10","4,000","50","1989","디지털로37다길","202606~202806","갱신","-","4,000","50","단독다가구"
"1744","경기도 평택시 동삭동","6**","12m미만","39.00","월세","202606","10","100","85","2014","서재2길","202607~202701","갱신","-","100","75","단독다가구"
"1745","경기도 평택시 동삭동","6**","12m미만","42.00","월세","202606","10","100","85","2014","서재1길","202607~202701","갱신","-","100","75","단독다가구"
"1746","경기도 평택시 동삭동","6**","25m미만","41.00","월세","202606","10","100","90","2014","서재2길","202607~202701","갱신","-","100","80","단독다가구"
"1747","경기도 평택시 동삭동","7**","12m미만","39.00","월세","202606","10","100","80","2014","서재6길","202607~202701","갱신","-","100","65","단독다가구"
"1748","경기도 평택시 동삭동","6**","12m미만","26.00","월세","202606","10","100","65","2014","서재1길","202607~202701","갱신","-","100","55","단독다가구"
"1749","경기도 평택시 동삭동","6**","12m미만","43.00","월세","202606","10","100","85","2013","서재2길","202607~202701","갱신","-","100","75","단독다가구"
"1750","경기도 평택시 동삭동","6**","25m미만","41.00","월세","202606","10","100","85","2013","서재7길","202607~202701","갱신","-","100","75","단독다가구"
"1751","경기도 평택시 동삭동","6**","12m미만","42.00","월세","202606","10","100","85","2013","서재5길","202607~202701","갱신","-","100","75","단독다가구"
"1752","경기도 평택시 동삭동","6**","12m미만","35.00","월세","202606","10","100","65","","서재1길","202607~202701","갱신","-","100","60","단독다가구"
"1753","경기도 평택시 고덕동","2***","12m미만","88.98","월세","202606","10","1,500","133","2023","함박산7길","202606~202706","갱신","사용","1,500","125","단독다가구"
"1754","경기도 화성시 만세구 향남읍 상신리","1***","12m미만","100.60","전세","202606","10","17,600","0","2019","상신하길로144번길","202607~202807","갱신","-","17,600","0","단독다가구"
"1755","경상북도 구미시 임은동","4**","8m미만","59.00","월세","202606","10","1,000","35","2013","상사동로13길","202606~202806","갱신","-","500","40","단독다가구"
"1756","경기도 파주시 동패동","1***","12m미만","68.66","월세","202606","10","10,000","30","2018","교하로329번길","202606~202610","갱신","-","15,000","0","단독다가구"
"1757","충청북도 청주시 흥덕구 오송읍 봉산리","8**","25m미만","30.84","월세","202606","10","2,000","53","2022","봉산3길","202606~202706","갱신","사용","2,000","50","단독다가구"
"1758","서울특별시 광진구 구의동","5**","8m미만","43.00","전세","202606","10","11,690","0","","구의강변로3가길","202606~202806","갱신","-","4,200","26","단독다가구"
"1759","경기도 남양주시 별내동","8**","12m미만","60.00","전세","202606","10","27,300","0","2014","덕송2로10번길","202606~202806","갱신","사용","26,000","0","단독다가구"
"1760","경기도 고양시 일산서구 탄현동","1***","12m미만","30.00","월세","202606","10","500","40","2000","현중로26번길","202606~202806","갱신","-","500","33","단독다가구"
"1761","서울특별시 서초구 방배동","7**","8m미만","70.00","전세","202606","10","30,000","0","1996","동광로3길","202606~202806","갱신","사용","30,000","0","단독다가구"
"1762","서울특별시 용산구 후암동","4**","8m미만","40.00","월세","202606","10","1,000","45","1994","두텁바위로58길","202606~202806","갱신","사용","1,000","45","단독다가구"
"1763","서울특별시 광진구 군자동","*","8m미만","65.00","월세","202606","10","10,000","55","1996","능동로29길","202606~202806","갱신","-","10,000","40","단독다가구"
"1764","경기도 고양시 덕양구 동산동","3**","12m미만","50.00","월세","202606","10","13,000","15","2014","동산1로2길","202607~202807","갱신","-","13,000","10","단독다가구"
"1765","경기도 수원시 영통구 영통동","9**","12m미만","49.00","월세","202606","10","1,000","50","1999","매영로398번길","202607~202707","갱신","-","1,000","50","단독다가구"
"1766","경기도 구리시 교문동","6**","8m미만","99.47","전세","202606","10","38,000","0","1997","한다리길","202606~202806","갱신","-","38,000","0","단독다가구"
"1767","서울특별시 마포구 성산동","6**","8m미만","32.64","월세","202606","10","14,000","10","1996","성미산로","202608~202808","갱신","-","14,000","0","단독다가구"
